angle,release_x_offset,release_y_offset,relative_angle,success_rate,ideal_x,ideal_y,avg_final_x,avg_final_y,difference_from_ideal_px,avg_short_contacts,max_short_contacts,failures_floor,failures_multi_short,failures_unstable,failures_angle,failures_no_contact,failures_invalid_pos,x_offset_std,y_offset_std,angle_offset_std,difference_from_ideal_mm
20,0,600,0,0.000,1879.319,1506.472,,,,2.600,4,0,5,0,0,0,0,11.799,5.562,0.508,
20,0,610,0,0.000,1879.319,1506.472,,,,2.400,4,0,4,0,1,0,0,15.567,9.812,0.551,
20,0,620,0,0.000,1879.319,1506.472,,,,2.200,3,0,4,0,1,0,0,9.543,13.157,0.593,
20,10,600,0,0.000,1879.319,1506.472,,,,2.000,2,0,5,0,0,0,0,6.840,9.024,0.530,
20,10,610,0,0.000,1879.319,1506.472,,,,2.600,4,0,5,0,0,0,0,9.260,10.272,0.298,
20,10,620,0,0.000,1879.319,1506.472,,,,2.000,2,0,5,0,0,0,0,5.166,11.638,0.660,
20,20,600,0,0.000,1879.319,1506.472,,,,2.200,3,0,5,0,0,0,0,6.483,12.625,0.429,
20,20,610,0,0.000,1879.319,1506.472,,,,2.200,3,0,5,0,0,0,0,3.833,10.366,0.356,
20,20,620,0,0.000,1879.319,1506.472,,,,2.200,3,0,4,0,1,0,0,7.488,12.507,0.546,
